task id,suite,benchmark,crit level,level-A pet(us),period (ms),wss
0,TACLe,h264_dec,0,115.6575,48.0,2
1,TACLe,h264_dec,0,115.6575,48.0,2
2,TACLe,h264_dec,0,115.6575,48.0,2
3,TACLe,h264_dec,0,115.6575,48.0,2
4,TACLe,h264_dec,0,115.6575,48.0,2
5,TACLe,h264_dec,0,115.6575,48.0,2
6,TACLe,h264_dec,0,115.6575,48.0,2
7,TACLe,h264_dec,0,115.6575,48.0,2
8,TACLe,h264_dec,0,115.6575,48.0,2
9,TACLe,h264_dec,0,115.6575,48.0,2
10,TACLe,h264_dec,0,115.6575,48.0,2
11,TACLe,h264_dec,0,115.6575,48.0,2
12,TACLe,h264_dec,0,115.6575,48.0,2
13,TACLe,h264_dec,0,115.6575,48.0,2
14,TACLe,h264_dec,0,115.6575,48.0,2
15,TACLe,h264_dec,0,115.6575,48.0,2
16,TACLe,h264_dec,0,115.6575,48.0,2
17,TACLe,h264_dec,0,115.6575,48.0,2
18,TACLe,h264_dec,0,115.6575,48.0,2
19,TACLe,h264_dec,0,115.6575,96.0,2
20,TACLe,h264_dec,0,115.6575,96.0,2
21,TACLe,h264_dec,0,115.6575,96.0,2
22,TACLe,h264_dec,0,115.6575,96.0,2
23,TACLe,h264_dec,0,115.6575,96.0,2
24,TACLe,h264_dec,0,115.6575,96.0,2
25,TACLe,h264_dec,0,115.6575,96.0,2
26,TACLe,h264_dec,0,115.6575,96.0,2
27,TACLe,h264_dec,0,115.6575,96.0,2
28,TACLe,h264_dec,0,115.6575,96.0,2
29,TACLe,h264_dec,0,115.6575,96.0,2
30,TACLe,h264_dec,0,115.6575,96.0,2
31,TACLe,h264_dec,0,115.6575,96.0,2
32,TACLe,h264_dec,0,115.6575,96.0,2
33,TACLe,h264_dec,0,115.6575,96.0,2
34,TACLe,h264_dec,0,115.6575,96.0,2
35,TACLe,h264_dec,0,115.6575,96.0,2
36,TACLe,h264_dec,0,115.6575,96.0,2
37,TACLe,h264_dec,0,115.6575,96.0,2
38,TACLe,h264_dec,0,115.6575,96.0,2
39,TACLe,h264_dec,0,115.6575,96.0,2
40,TACLe,h264_dec,0,115.6575,96.0,2
41,TACLe,h264_dec,0,115.6575,96.0,2
42,TACLe,h264_dec,0,115.6575,96.0,2
43,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
44,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
45,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
46,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
47,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
48,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
49,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
50,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
51,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
52,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
53,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
54,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
55,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
56,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
57,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
58,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
59,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
60,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
61,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
62,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
63,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
64,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
65,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
66,TACLe,adpcm_enc,0,127.81049999999999,48.0,2
67,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
68,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
69,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
70,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
71,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
72,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
73,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
74,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
75,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
76,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
77,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
78,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
79,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
80,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
81,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
82,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
83,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
84,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
85,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
86,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
87,TACLe,adpcm_enc,0,127.81049999999999,96.0,2
88,TACLe,g723_enc,0,149.81099999999998,48.0,2
89,TACLe,g723_enc,0,149.81099999999998,48.0,2
90,TACLe,g723_enc,0,149.81099999999998,48.0,2
91,TACLe,g723_enc,0,149.81099999999998,48.0,2
92,TACLe,g723_enc,0,149.81099999999998,48.0,2
93,TACLe,g723_enc,0,149.81099999999998,48.0,2
94,TACLe,g723_enc,0,149.81099999999998,48.0,2
95,TACLe,g723_enc,0,149.81099999999998,48.0,2
96,TACLe,g723_enc,0,149.81099999999998,48.0,2
97,TACLe,g723_enc,0,149.81099999999998,48.0,2
98,TACLe,g723_enc,0,149.81099999999998,48.0,2
99,TACLe,g723_enc,0,149.81099999999998,48.0,2
100,TACLe,g723_enc,0,149.81099999999998,48.0,2
101,TACLe,g723_enc,0,149.81099999999998,48.0,2
102,TACLe,g723_enc,0,149.81099999999998,48.0,2
103,TACLe,g723_enc,0,149.81099999999998,48.0,2
104,TACLe,g723_enc,0,149.81099999999998,48.0,2
105,TACLe,g723_enc,0,149.81099999999998,48.0,2
106,TACLe,g723_enc,0,149.81099999999998,48.0,2
107,TACLe,g723_enc,0,149.81099999999998,48.0,2
108,TACLe,g723_enc,0,149.81099999999998,48.0,2
109,TACLe,g723_enc,0,149.81099999999998,48.0,2
110,TACLe,g723_enc,0,149.81099999999998,48.0,2
111,TACLe,g723_enc,0,149.81099999999998,48.0,2
112,TACLe,g723_enc,0,149.81099999999998,96.0,2
113,TACLe,g723_enc,0,149.81099999999998,96.0,2
114,TACLe,g723_enc,0,149.81099999999998,96.0,2
115,TACLe,g723_enc,0,149.81099999999998,96.0,2
116,TACLe,g723_enc,0,149.81099999999998,96.0,2
117,TACLe,g723_enc,0,149.81099999999998,96.0,2
118,TACLe,g723_enc,0,149.81099999999998,96.0,2
119,TACLe,g723_enc,0,149.81099999999998,96.0,2
120,TACLe,g723_enc,0,149.81099999999998,96.0,2
121,TACLe,g723_enc,0,149.81099999999998,96.0,2
122,TACLe,g723_enc,0,149.81099999999998,96.0,2
123,TACLe,g723_enc,0,149.81099999999998,96.0,2
124,TACLe,g723_enc,0,149.81099999999998,96.0,2
125,TACLe,g723_enc,0,149.81099999999998,96.0,2
126,TACLe,g723_enc,0,149.81099999999998,96.0,2
127,TACLe,g723_enc,0,149.81099999999998,96.0,2
128,TACLe,g723_enc,0,149.81099999999998,96.0,2
129,TACLe,g723_enc,0,149.81099999999998,96.0,2
130,TACLe,g723_enc,0,149.81099999999998,96.0,2
131,TACLe,g723_enc,0,149.81099999999998,96.0,2
132,TACLe,g723_enc,0,149.81099999999998,96.0,2
133,TACLe,g723_enc,0,149.81099999999998,96.0,2
134,TACLe,g723_enc,0,149.81099999999998,96.0,2
135,TACLe,g723_enc,0,149.81099999999998,96.0,2
136,TACLe,g723_enc,0,149.81099999999998,96.0,2
137,TACLe,g723_enc,0,149.81099999999998,96.0,2
138,TACLe,g723_enc,0,149.81099999999998,96.0,2
139,TACLe,g723_enc,0,149.81099999999998,96.0,2
140,TACLe,huff_enc,0,158.0865,48.0,2
141,TACLe,huff_enc,0,158.0865,48.0,2
142,TACLe,huff_enc,0,158.0865,48.0,2
143,TACLe,huff_enc,0,158.0865,48.0,2
144,TACLe,huff_enc,0,158.0865,48.0,2
145,TACLe,huff_enc,0,158.0865,48.0,2
146,TACLe,huff_enc,0,158.0865,48.0,2
147,TACLe,huff_enc,0,158.0865,48.0,2
148,TACLe,huff_enc,0,158.0865,48.0,2
149,TACLe,huff_enc,0,158.0865,48.0,2
150,TACLe,huff_enc,0,158.0865,48.0,2
151,TACLe,huff_enc,0,158.0865,48.0,2
152,TACLe,huff_enc,0,158.0865,48.0,2
153,TACLe,huff_enc,0,158.0865,48.0,2
154,TACLe,huff_enc,0,158.0865,48.0,2
155,TACLe,huff_enc,0,158.0865,48.0,2
156,TACLe,huff_enc,0,158.0865,48.0,2
157,TACLe,huff_enc,0,158.0865,48.0,2
158,TACLe,huff_enc,0,158.0865,48.0,2
159,TACLe,huff_enc,0,158.0865,48.0,2
160,TACLe,huff_enc,0,158.0865,96.0,2
161,TACLe,huff_enc,0,158.0865,96.0,2
162,TACLe,huff_enc,0,158.0865,96.0,2
163,TACLe,huff_enc,0,158.0865,96.0,2
164,TACLe,huff_enc,0,158.0865,96.0,2
165,TACLe,huff_enc,0,158.0865,96.0,2
166,TACLe,huff_enc,0,158.0865,96.0,2
167,TACLe,huff_enc,0,158.0865,96.0,2
168,TACLe,huff_enc,0,158.0865,96.0,2
169,TACLe,huff_enc,0,158.0865,96.0,2
170,TACLe,huff_enc,0,158.0865,96.0,2
171,TACLe,huff_enc,0,158.0865,96.0,2
172,TACLe,huff_enc,0,158.0865,96.0,2
173,TACLe,huff_enc,0,158.0865,96.0,2
174,TACLe,huff_enc,0,158.0865,96.0,2
175,TACLe,huff_enc,0,158.0865,96.0,2
176,TACLe,huff_enc,0,158.0865,96.0,2
177,TACLe,huff_enc,0,158.0865,96.0,2
178,TACLe,huff_enc,0,158.0865,96.0,2
179,TACLe,huff_enc,0,158.0865,96.0,2
180,TACLe,huff_enc,0,158.0865,96.0,2
181,TACLe,huff_enc,0,158.0865,96.0,2
182,TACLe,huff_enc,0,158.0865,96.0,2
183,TACLe,huff_enc,0,158.0865,96.0,2
184,TACLe,huff_enc,0,158.0865,96.0,2
185,TACLe,huff_enc,0,158.0865,96.0,2
186,TACLe,audiobeam,0,168.77249999999998,48.0,2
187,TACLe,audiobeam,0,168.77249999999998,48.0,2
188,TACLe,audiobeam,0,168.77249999999998,48.0,2
189,TACLe,audiobeam,0,168.77249999999998,48.0,2
190,TACLe,audiobeam,0,168.77249999999998,48.0,2
191,TACLe,audiobeam,0,168.77249999999998,48.0,2
192,TACLe,audiobeam,0,168.77249999999998,48.0,2
193,TACLe,audiobeam,0,168.77249999999998,48.0,2
194,TACLe,audiobeam,0,168.77249999999998,48.0,2
195,TACLe,audiobeam,0,168.77249999999998,48.0,2
196,TACLe,audiobeam,0,168.77249999999998,48.0,2
197,TACLe,audiobeam,0,168.77249999999998,48.0,2
198,TACLe,audiobeam,0,168.77249999999998,48.0,2
199,TACLe,audiobeam,0,168.77249999999998,48.0,2
200,TACLe,audiobeam,0,168.77249999999998,48.0,2
201,TACLe,audiobeam,0,168.77249999999998,48.0,2
202,TACLe,audiobeam,0,168.77249999999998,48.0,2
203,TACLe,audiobeam,0,168.77249999999998,48.0,2
204,TACLe,audiobeam,0,168.77249999999998,48.0,2
205,TACLe,audiobeam,0,168.77249999999998,48.0,2
206,TACLe,audiobeam,0,168.77249999999998,48.0,2
207,TACLe,audiobeam,0,168.77249999999998,48.0,2
208,TACLe,audiobeam,0,168.77249999999998,48.0,2
209,TACLe,audiobeam,0,168.77249999999998,96.0,2
210,TACLe,audiobeam,0,168.77249999999998,96.0,2
211,TACLe,audiobeam,0,168.77249999999998,96.0,2
212,TACLe,audiobeam,0,168.77249999999998,96.0,2
213,TACLe,audiobeam,0,168.77249999999998,96.0,2
214,TACLe,audiobeam,0,168.77249999999998,96.0,2
215,TACLe,audiobeam,0,168.77249999999998,96.0,2
216,TACLe,audiobeam,0,168.77249999999998,96.0,2
217,TACLe,audiobeam,0,168.77249999999998,96.0,2
218,TACLe,audiobeam,0,168.77249999999998,96.0,2
219,TACLe,audiobeam,0,168.77249999999998,96.0,2
220,TACLe,audiobeam,0,168.77249999999998,96.0,2
221,TACLe,audiobeam,0,168.77249999999998,96.0,2
222,TACLe,audiobeam,0,168.77249999999998,96.0,2
223,TACLe,audiobeam,0,168.77249999999998,96.0,2
224,TACLe,audiobeam,0,168.77249999999998,96.0,2
225,TACLe,audiobeam,0,168.77249999999998,96.0,2
226,TACLe,audiobeam,0,168.77249999999998,96.0,2
227,TACLe,audiobeam,0,168.77249999999998,96.0,2
228,TACLe,audiobeam,0,168.77249999999998,96.0,2
229,TACLe,gsm_dec,0,248.39249999999998,48.0,2
230,TACLe,gsm_dec,0,248.39249999999998,48.0,2
231,TACLe,gsm_dec,0,248.39249999999998,48.0,2
232,TACLe,gsm_dec,0,248.39249999999998,48.0,2
233,TACLe,gsm_dec,0,248.39249999999998,48.0,2
234,TACLe,gsm_dec,0,248.39249999999998,48.0,2
235,TACLe,gsm_dec,0,248.39249999999998,48.0,2
236,TACLe,gsm_dec,0,248.39249999999998,48.0,2
237,TACLe,gsm_dec,0,248.39249999999998,48.0,2
238,TACLe,gsm_dec,0,248.39249999999998,48.0,2
239,TACLe,gsm_dec,0,248.39249999999998,48.0,2
240,TACLe,gsm_dec,0,248.39249999999998,48.0,2
241,TACLe,gsm_dec,0,248.39249999999998,48.0,2
242,TACLe,gsm_dec,0,248.39249999999998,48.0,2
243,TACLe,gsm_dec,0,248.39249999999998,48.0,2
244,TACLe,gsm_dec,0,248.39249999999998,48.0,2
