core,crit_level,task1 id,task1 name,task1 period,task2 id,task2 name,task2 period
1,0,548,gsm_enc,48.0,445,rijndael_d,48.0
1,0,535,gsm_enc,48.0,452,rijndael_d,48.0
1,0,553,gsm_enc,48.0,348,epic,48.0
1,0,501,anagram,48.0,331,epic,48.0
1,0,512,anagram,48.0,339,epic,48.0
1,0,497,anagram,48.0,347,epic,48.0
1,0,505,anagram,48.0,385,rijndael_e,48.0
1,0,499,anagram,48.0,397,rijndael_e,48.0
1,0,386,rijndael_e,48.0,283,cjpeg_tran,48.0
1,0,375,rijndael_e,48.0,299,cjpeg_tran,48.0
1,0,298,cjpeg_tran,48.0,244,gsm_dec,48.0
1,0,237,gsm_dec,48.0,232,gsm_dec,48.0
1,0,555,gsm_enc,96.0,463,rijndael_d,96.0
1,0,573,gsm_enc,96.0,471,rijndael_d,96.0
1,0,572,gsm_enc,96.0,478,rijndael_d,96.0
1,0,483,rijndael_d,96.0,365,epic,96.0
1,0,405,rijndael_e,96.0,359,epic,96.0
1,0,523,anagram,96.0,362,epic,96.0
1,0,532,anagram,96.0,408,rijndael_e,96.0
1,0,531,anagram,96.0,429,rijndael_e,96.0
1,0,401,rijndael_e,96.0,312,cjpeg_tran,96.0
1,0,417,rijndael_e,96.0,319,cjpeg_tran,96.0
1,0,400,rijndael_e,96.0,326,cjpeg_tran,96.0
1,0,261,gsm_dec,96.0,255,gsm_dec,96.0
1,0,269,gsm_dec,96.0,268,gsm_dec,96.0
1,0,204,audiobeam,48.0,144,huff_enc,48.0
1,0,195,audiobeam,48.0,151,huff_enc,48.0
1,0,189,audiobeam,48.0,158,huff_enc,48.0
1,0,93,g723_enc,48.0,46,adpcm_enc,48.0
1,0,109,g723_enc,48.0,53,adpcm_enc,48.0
1,0,106,g723_enc,48.0,60,adpcm_enc,48.0
1,0,12,h264_dec,48.0,0,h264_dec,48.0
1,0,13,h264_dec,48.0,9,h264_dec,48.0
1,0,185,huff_enc,96.0,128,g723_enc,96.0
1,0,226,audiobeam,96.0,167,huff_enc,96.0
1,0,214,audiobeam,96.0,177,huff_enc,96.0
1,0,228,audiobeam,96.0,184,huff_enc,96.0
1,0,126,g723_enc,96.0,75,adpcm_enc,96.0
1,0,136,g723_enc,96.0,82,adpcm_enc,96.0
1,0,39,h264_dec,96.0,20,h264_dec,96.0
1,0,36,h264_dec,96.0,32,h264_dec,96.0
1,1,982,susan,96.0,979,susan,96.0
1,1,1017,dijkstra,192.0,1009,dijkstra,192.0
1,1,985,susan,96.0,985,susan,96.0
1,1,1002,susan,192.0,1001,susan,192.0
1,1,942,gsm_enc,96.0,883,rijndael_d,96.0
1,1,833,rijndael_e,96.0,806,epic,96.0
1,1,908,anagram,96.0,800,epic,96.0
1,1,904,anagram,96.0,836,rijndael_e,96.0
1,1,844,rijndael_e,96.0,757,cjpeg_tran,96.0
1,1,716,gsm_dec,96.0,709,gsm_dec,96.0
1,1,731,gsm_dec,96.0,719,gsm_dec,96.0
1,1,961,gsm_enc,192.0,888,rijndael_d,192.0
1,1,964,gsm_enc,192.0,895,rijndael_d,192.0
1,1,969,gsm_enc,192.0,902,rijndael_d,192.0
1,1,918,anagram,192.0,813,epic,192.0
1,1,930,anagram,192.0,821,epic,192.0
1,1,922,anagram,192.0,829,epic,192.0
1,1,856,rijndael_e,192.0,765,cjpeg_tran,192.0
1,1,866,rijndael_e,192.0,780,cjpeg_tran,192.0
