core,crit_level,task1 id,task1 name,task1 period,task2 id,task2 name,task2 period
1,0,549,gsm_enc,48.0,445,rijndael_d,48.0
1,0,553,gsm_enc,48.0,455,rijndael_d,48.0
1,0,554,gsm_enc,48.0,465,rijndael_d,48.0
1,0,453,rijndael_d,48.0,353,epic,48.0
1,0,494,anagram,48.0,339,epic,48.0
1,0,500,anagram,48.0,344,epic,48.0
1,0,496,anagram,48.0,357,epic,48.0
1,0,401,rijndael_e,48.0,289,cjpeg_tran,48.0
1,0,406,rijndael_e,48.0,295,cjpeg_tran,48.0
1,0,394,rijndael_e,48.0,302,cjpeg_tran,48.0
1,0,413,rijndael_e,48.0,309,cjpeg_tran,48.0
1,0,261,gsm_dec,48.0,260,gsm_dec,48.0
1,0,565,gsm_enc,96.0,472,rijndael_d,96.0
1,0,572,gsm_enc,96.0,479,rijndael_d,96.0
1,0,569,gsm_enc,96.0,486,rijndael_d,96.0
1,0,510,anagram,96.0,364,epic,96.0
1,0,517,anagram,96.0,370,epic,96.0
1,0,512,anagram,96.0,377,epic,96.0
1,0,530,anagram,96.0,384,epic,96.0
1,0,521,anagram,96.0,430,rijndael_e,96.0
1,0,417,rijndael_e,96.0,319,cjpeg_tran,96.0
1,0,436,rijndael_e,96.0,331,cjpeg_tran,96.0
1,0,320,cjpeg_tran,96.0,269,gsm_dec,96.0
1,0,328,cjpeg_tran,96.0,279,gsm_dec,96.0
1,0,287,gsm_dec,96.0,286,gsm_dec,96.0
1,0,216,audiobeam,48.0,149,huff_enc,48.0
1,0,208,audiobeam,48.0,156,huff_enc,48.0
1,0,213,audiobeam,48.0,163,huff_enc,48.0
1,0,110,g723_enc,48.0,51,adpcm_enc,48.0
1,0,114,g723_enc,48.0,57,adpcm_enc,48.0
1,0,115,g723_enc,48.0,64,adpcm_enc,48.0
1,0,24,h264_dec,48.0,0,h264_dec,48.0
1,0,14,h264_dec,48.0,5,h264_dec,48.0
1,0,65,adpcm_enc,48.0,20,h264_dec,48.0
1,0,241,audiobeam,96.0,174,huff_enc,96.0
1,0,242,audiobeam,96.0,182,huff_enc,96.0
1,0,240,audiobeam,96.0,190,huff_enc,96.0
1,0,135,g723_enc,96.0,76,adpcm_enc,96.0
1,0,122,g723_enc,96.0,83,adpcm_enc,96.0
1,0,131,g723_enc,96.0,90,adpcm_enc,96.0
1,0,36,h264_dec,96.0,31,h264_dec,96.0
1,0,46,h264_dec,96.0,43,h264_dec,96.0
1,1,982,dijkstra,192.0,977,dijkstra,192.0
1,1,991,dijkstra,192.0,978,dijkstra,192.0
1,1,994,dijkstra,192.0,993,dijkstra,192.0
1,1,974,susan,192.0,972,susan,192.0
1,1,878,anagram,96.0,772,epic,96.0
1,1,875,anagram,96.0,775,epic,96.0
1,1,890,anagram,96.0,785,epic,96.0
1,1,889,anagram,96.0,816,rijndael_e,96.0
1,1,881,anagram,96.0,823,rijndael_e,96.0
1,1,744,cjpeg_tran,96.0,725,gsm_dec,96.0
1,1,940,gsm_enc,192.0,852,rijndael_d,192.0
1,1,942,gsm_enc,192.0,863,rijndael_d,192.0
1,1,860,rijndael_d,192.0,794,epic,192.0
1,1,861,rijndael_d,192.0,803,epic,192.0
1,1,908,anagram,192.0,807,epic,192.0
1,1,904,anagram,192.0,833,rijndael_e,192.0
1,1,762,cjpeg_tran,192.0,731,gsm_dec,192.0
1,1,767,cjpeg_tran,192.0,736,gsm_dec,192.0
1,1,732,gsm_dec,192.0,730,gsm_dec,192.0
1,1,707,audiobeam,96.0,695,huff_enc,96.0
1,1,701,audiobeam,96.0,678,g723_enc,96.0
1,1,670,g723_enc,96.0,651,adpcm_enc,96.0
1,1,680,g723_enc,96.0,659,adpcm_enc,96.0
1,1,630,adpcm_dec,96.0,588,h264_dec,96.0
1,1,639,adpcm_dec,96.0,605,h264_dec,96.0
1,1,641,adpcm_dec,96.0,622,huff_dec,96.0
1,1,649,adpcm_enc,96.0,608,huff_dec,96.0
2,0,560,gsm_enc,48.0,443,rijndael_d,48.0
2,0,555,gsm_enc,48.0,452,rijndael_d,48.0
2,0,557,gsm_enc,48.0,463,rijndael_d,48.0
2,0,464,rijndael_d,48.0,351,epic,48.0
2,0,499,anagram,48.0,338,epic,48.0
2,0,498,anagram,48.0,341,epic,48.0
2,0,501,anagram,48.0,356,epic,48.0
2,0,503,anagram,48.0,408,rijndael_e,48.0
2,0,393,rijndael_e,48.0,298,cjpeg_tran,48.0
2,0,398,rijndael_e,48.0,305,cjpeg_tran,48.0
2,0,253,gsm_dec,48.0,244,gsm_dec,48.0
2,0,255,gsm_dec,48.0,251,gsm_dec,48.0
2,0,585,gsm_enc,96.0,468,rijndael_d,96.0
2,0,561,gsm_enc,96.0,475,rijndael_d,96.0
2,0,584,gsm_enc,96.0,482,rijndael_d,96.0
2,0,573,gsm_enc,96.0,489,rijndael_d,96.0
2,0,537,anagram,96.0,369,epic,96.0
2,0,514,anagram,96.0,376,epic,96.0
2,0,515,anagram,96.0,383,epic,96.0
2,0,536,anagram,96.0,429,rijndael_e,96.0
2,0,428,rijndael_e,96.0,318,cjpeg_tran,96.0
2,0,416,rijndael_e,96.0,330,cjpeg_tran,96.0
2,0,321,cjpeg_tran,96.0,268,gsm_dec,96.0
2,0,312,cjpeg_tran,96.0,278,gsm_dec,96.0
2,0,288,gsm_dec,96.0,281,gsm_dec,96.0
2,0,211,audiobeam,48.0,147,huff_enc,48.0
2,0,212,audiobeam,48.0,154,huff_enc,48.0
2,0,202,audiobeam,48.0,161,huff_enc,48.0
