core,crit_level,task1 id,task1 name,task1 period,task2 id,task2 name,task2 period
1,0,513,gsm_enc,48.0,431,rijndael_d,48.0
1,0,526,gsm_enc,48.0,439,rijndael_d,48.0
1,0,531,gsm_enc,48.0,446,rijndael_d,48.0
1,0,488,anagram,48.0,319,epic,48.0
1,0,487,anagram,48.0,320,epic,48.0
1,0,474,anagram,48.0,328,epic,48.0
1,0,471,anagram,48.0,369,rijndael_e,48.0
1,0,385,rijndael_e,48.0,271,cjpeg_tran,48.0
1,0,370,rijndael_e,48.0,280,cjpeg_tran,48.0
1,0,376,rijndael_e,48.0,288,cjpeg_tran,48.0
1,0,242,gsm_dec,48.0,230,gsm_dec,48.0
1,0,246,gsm_dec,48.0,243,gsm_dec,48.0
1,0,539,gsm_enc,96.0,454,rijndael_d,96.0
1,0,553,gsm_enc,96.0,461,rijndael_d,96.0
1,0,551,gsm_enc,96.0,468,rijndael_d,96.0
1,0,418,rijndael_e,96.0,357,epic,96.0
1,0,500,anagram,96.0,347,epic,96.0
1,0,504,anagram,96.0,356,epic,96.0
1,0,507,anagram,96.0,416,rijndael_e,96.0
1,0,408,rijndael_e,96.0,302,cjpeg_tran,96.0
1,0,414,rijndael_e,96.0,309,cjpeg_tran,96.0
1,0,405,rijndael_e,96.0,316,cjpeg_tran,96.0
1,0,264,gsm_dec,96.0,254,gsm_dec,96.0
1,0,268,gsm_dec,96.0,265,gsm_dec,96.0
1,0,185,audiobeam,48.0,140,huff_enc,48.0
1,0,190,audiobeam,48.0,147,huff_enc,48.0
1,0,200,audiobeam,48.0,155,huff_enc,48.0
1,0,85,g723_enc,48.0,2,h264_dec,48.0
1,0,87,g723_enc,48.0,35,adpcm_enc,48.0
1,0,80,g723_enc,48.0,41,adpcm_enc,48.0
1,0,83,g723_enc,48.0,48,adpcm_enc,48.0
1,0,100,g723_enc,48.0,55,adpcm_enc,48.0
1,0,221,audiobeam,96.0,160,huff_enc,96.0
1,0,205,audiobeam,96.0,167,huff_enc,96.0
1,0,210,audiobeam,96.0,174,huff_enc,96.0
1,0,129,g723_enc,96.0,24,h264_dec,96.0
1,0,111,g723_enc,96.0,58,adpcm_enc,96.0
1,0,106,g723_enc,96.0,64,adpcm_enc,96.0
1,0,108,g723_enc,96.0,71,adpcm_enc,96.0
1,0,21,h264_dec,96.0,14,h264_dec,96.0
1,1,910,susan,96.0,909,susan,96.0
1,1,947,dijkstra,192.0,946,dijkstra,192.0
1,1,929,susan,192.0,922,susan,192.0
1,1,931,susan,192.0,927,susan,192.0
1,1,889,gsm_enc,96.0,813,rijndael_d,96.0
1,1,817,rijndael_d,96.0,744,epic,96.0
1,1,846,anagram,96.0,746,epic,96.0
1,1,851,anagram,96.0,776,rijndael_e,96.0
1,1,852,anagram,96.0,784,rijndael_e,96.0
1,1,780,rijndael_e,96.0,707,cjpeg_tran,96.0
1,1,705,cjpeg_tran,96.0,689,gsm_dec,96.0
1,1,896,gsm_enc,192.0,830,rijndael_d,192.0
1,1,903,gsm_enc,192.0,840,rijndael_d,192.0
1,1,864,anagram,192.0,758,epic,192.0
1,1,867,anagram,192.0,765,epic,192.0
1,1,868,anagram,192.0,800,rijndael_e,192.0
1,1,802,rijndael_e,192.0,723,cjpeg_tran,192.0
1,1,792,rijndael_e,192.0,739,cjpeg_tran,192.0
1,1,730,cjpeg_tran,192.0,700,gsm_dec,192.0
1,1,651,huff_enc,96.0,642,g723_enc,96.0
1,1,669,audiobeam,96.0,652,huff_enc,96.0
1,1,674,audiobeam,96.0,624,g723_enc,96.0
1,1,644,g723_enc,96.0,607,adpcm_enc,96.0
1,1,629,g723_enc,96.0,612,adpcm_enc,96.0
1,1,633,g723_enc,96.0,619,adpcm_enc,96.0
1,1,592,adpcm_dec,96.0,569,h264_dec,96.0
1,1,605,adpcm_dec,96.0,580,huff_dec,96.0
1,1,582,huff_dec,96.0,563,h264_dec,96.0
1,1,602,adpcm_dec,96.0,602,adpcm_dec,96.0
2,0,515,gsm_enc,48.0,430,rijndael_d,48.0
2,0,514,gsm_enc,48.0,438,rijndael_d,48.0
2,0,523,gsm_enc,48.0,445,rijndael_d,48.0
2,0,429,rijndael_d,48.0,335,epic,48.0
2,0,472,anagram,48.0,326,epic,48.0
2,0,486,anagram,48.0,363,rijndael_e,48.0
2,0,483,anagram,48.0,371,rijndael_e,48.0
2,0,380,rijndael_e,48.0,273,cjpeg_tran,48.0
2,0,373,rijndael_e,48.0,281,cjpeg_tran,48.0
2,0,377,rijndael_e,48.0,289,cjpeg_tran,48.0
2,0,250,gsm_dec,48.0,232,gsm_dec,48.0
2,0,548,gsm_enc,96.0,449,rijndael_d,96.0
2,0,550,gsm_enc,96.0,455,rijndael_d,96.0
2,0,549,gsm_enc,96.0,462,rijndael_d,96.0
2,0,557,gsm_enc,96.0,469,rijndael_d,96.0
2,0,511,anagram,96.0,340,epic,96.0
2,0,509,anagram,96.0,350,epic,96.0
2,0,501,anagram,96.0,360,epic,96.0
2,0,415,rijndael_e,96.0,295,cjpeg_tran,96.0
2,0,395,rijndael_e,96.0,303,cjpeg_tran,96.0
2,0,419,rijndael_e,96.0,310,cjpeg_tran,96.0
2,0,400,rijndael_e,96.0,317,cjpeg_tran,96.0
2,0,263,gsm_dec,96.0,255,gsm_dec,96.0
2,0,178,audiobeam,48.0,134,huff_enc,48.0
2,0,202,audiobeam,48.0,141,huff_enc,48.0
2,0,186,audiobeam,48.0,148,huff_enc,48.0
2,0,198,audiobeam,48.0,156,huff_enc,48.0
2,0,94,g723_enc,48.0,4,h264_dec,48.0
2,0,77,g723_enc,48.0,37,adpcm_enc,48.0
2,0,103,g723_enc,48.0,44,adpcm_enc,48.0
2,0,95,g723_enc,48.0,51,adpcm_enc,48.0
2,0,7,h264_dec,48.0,5,h264_dec,48.0
2,0,228,audiobeam,96.0,162,huff_enc,96.0
2,0,211,audiobeam,96.0,169,huff_enc,96.0
2,0,212,audiobeam,96.0,176,huff_enc,96.0
2,0,114,g723_enc,96.0,28,h264_dec,96.0
2,0,126,g723_enc,96.0,60,adpcm_enc,96.0
2,0,121,g723_enc,96.0,67,adpcm_enc,96.0
2,0,112,g723_enc,96.0,74,adpcm_enc,96.0
2,0,27,h264_dec,96.0,18,h264_dec,96.0
2,1,916,susan,96.0,915,susan,96.0
2,1,957,dijkstra,192.0,952,dijkstra,192.0
2,1,940,susan,192.0,925,susan,192.0
2,1,941,susan,192.0,935,susan,192.0
2,1,884,gsm_enc,96.0,818,rijndael_d,96.0
2,1,811,rijndael_d,96.0,754,epic,96.0
2,1,858,anagram,96.0,749,epic,96.0
2,1,843,anagram,96.0,779,rijndael_e,96.0
2,1,841,anagram,96.0,788,rijndael_e,96.0
2,1,710,cjpeg_tran,96.0,681,gsm_dec,96.0
2,1,717,cjpeg_tran,96.0,686,gsm_dec,96.0
2,1,901,gsm_enc,192.0,826,rijndael_d,192.0
2,1,902,gsm_enc,192.0,835,rijndael_d,192.0
2,1,839,rijndael_d,192.0,774,epic,192.0
2,1,879,anagram,192.0,763,epic,192.0
2,1,871,anagram,192.0,773,epic,192.0
2,1,803,rijndael_e,192.0,721,cjpeg_tran,192.0
2,1,807,rijndael_e,192.0,736,cjpeg_tran,192.0
2,1,726,cjpeg_tran,192.0,697,gsm_dec,192.0
2,1,653,huff_enc,96.0,632,g723_enc,96.0
2,1,658,huff_enc,96.0,647,g723_enc,96.0
2,1,670,audiobeam,96.0,657,huff_enc,96.0
2,1,677,audiobeam,96.0,628,g723_enc,96.0
2,1,631,g723_enc,96.0,609,adpcm_enc,96.0
2,1,648,g723_enc,96.0,616,adpcm_enc,96.0
2,1,603,adpcm_dec,96.0,561,h264_dec,96.0
2,1,604,adpcm_dec,96.0,575,huff_dec,96.0
2,1,731,cjpeg_tran,192.0,731,cjpeg_tran,192.0
2,1,588,huff_dec,96.0,571,h264_dec,96.0
3,0,518,gsm_enc,48.0,426,rijndael_d,48.0
3,0,525,gsm_enc,48.0,437,rijndael_d,48.0
3,0,529,gsm_enc,48.0,444,rijndael_d,48.0
3,0,428,rijndael_d,48.0,334,epic,48.0
3,0,477,anagram,48.0,325,epic,48.0
3,0,470,anagram,48.0,336,epic,48.0
3,0,479,anagram,48.0,389,rijndael_e,48.0
3,0,362,rijndael_e,48.0,277,cjpeg_tran,48.0
3,0,367,rijndael_e,48.0,286,cjpeg_tran,48.0
3,0,279,cjpeg_tran,48.0,236,gsm_dec,48.0
3,0,241,gsm_dec,48.0,229,gsm_dec,48.0
3,0,240,gsm_dec,48.0,239,gsm_dec,48.0
3,0,552,gsm_enc,96.0,453,rijndael_d,96.0
3,0,538,gsm_enc,96.0,460,rijndael_d,96.0
3,0,541,gsm_enc,96.0,467,rijndael_d,96.0
3,0,420,rijndael_e,96.0,354,epic,96.0
3,0,498,anagram,96.0,344,epic,96.0
3,0,505,anagram,96.0,352,epic,96.0
3,0,508,anagram,96.0,401,rijndael_e,96.0
3,0,421,rijndael_e,96.0,297,cjpeg_tran,96.0
3,0,404,rijndael_e,96.0,305,cjpeg_tran,96.0
3,0,396,rijndael_e,96.0,312,cjpeg_tran,96.0
3,0,299,cjpeg_tran,96.0,257,gsm_dec,96.0
3,0,262,gsm_dec,96.0,261,gsm_dec,96.0
3,0,197,audiobeam,48.0,139,huff_enc,48.0
3,0,189,audiobeam,48.0,146,huff_enc,48.0
3,0,179,audiobeam,48.0,154,huff_enc,48.0
3,0,98,g723_enc,48.0,1,h264_dec,48.0
3,0,81,g723_enc,48.0,12,h264_dec,48.0
3,0,78,g723_enc,48.0,42,adpcm_enc,48.0
3,0,102,g723_enc,48.0,49,adpcm_enc,48.0
3,0,88,g723_enc,48.0,56,adpcm_enc,48.0
3,0,227,audiobeam,96.0,161,huff_enc,96.0
3,0,208,audiobeam,96.0,168,huff_enc,96.0
3,0,223,audiobeam,96.0,175,huff_enc,96.0
3,0,120,g723_enc,96.0,25,h264_dec,96.0
3,0,118,g723_enc,96.0,59,adpcm_enc,96.0
3,0,131,g723_enc,96.0,66,adpcm_enc,96.0
3,0,122,g723_enc,96.0,73,adpcm_enc,96.0
3,0,17,h264_dec,96.0,16,h264_dec,96.0
3,1,913,susan,96.0,912,susan,96.0
3,1,954,dijkstra,192.0,950,dijkstra,192.0
3,1,939,susan,192.0,924,susan,192.0
3,1,943,susan,192.0,930,susan,192.0
3,1,890,gsm_enc,96.0,815,rijndael_d,96.0
3,1,820,rijndael_d,96.0,752,epic,96.0
