core,crit_level,task1 id,task1 name,task1 period,task2 id,task2 name,task2 period
1,0,520,gsm_enc,48.0,417,rijndael_d,48.0
1,0,529,gsm_enc,48.0,425,rijndael_d,48.0
1,0,528,gsm_enc,48.0,432,rijndael_d,48.0
1,0,389,rijndael_e,48.0,335,epic,48.0
1,0,469,anagram,48.0,321,epic,48.0
1,0,459,anagram,48.0,330,epic,48.0
1,0,462,anagram,48.0,339,epic,48.0
1,0,476,anagram,48.0,376,rijndael_e,48.0
1,0,388,rijndael_e,48.0,284,cjpeg_tran,48.0
1,0,382,rijndael_e,48.0,292,cjpeg_tran,48.0
1,0,386,rijndael_e,48.0,299,cjpeg_tran,48.0
1,0,249,gsm_dec,48.0,247,gsm_dec,48.0
1,0,535,gsm_enc,96.0,442,rijndael_d,96.0
1,0,537,gsm_enc,96.0,449,rijndael_d,96.0
1,0,546,gsm_enc,96.0,456,rijndael_d,96.0
1,0,502,anagram,96.0,342,epic,96.0
1,0,488,anagram,96.0,347,epic,96.0
1,0,481,anagram,96.0,357,epic,96.0
1,0,479,anagram,96.0,398,rijndael_e,96.0
1,0,496,anagram,96.0,409,rijndael_e,96.0
1,0,395,rijndael_e,96.0,318,cjpeg_tran,96.0
1,0,307,cjpeg_tran,96.0,269,gsm_dec,96.0
1,0,314,cjpeg_tran,96.0,278,gsm_dec,96.0
1,0,136,huff_enc,48.0,93,g723_enc,48.0
1,0,156,huff_enc,48.0,101,g723_enc,48.0
1,0,159,huff_enc,48.0,112,g723_enc,48.0
1,0,273,gsm_dec,96.0,267,gsm_dec,96.0
1,0,203,audiobeam,48.0,158,huff_enc,48.0
1,0,97,g723_enc,48.0,40,adpcm_enc,48.0
1,0,102,g723_enc,48.0,46,adpcm_enc,48.0
1,0,6,h264_dec,48.0,4,h264_dec,48.0
1,0,56,adpcm_enc,48.0,1,h264_dec,48.0
1,0,39,adpcm_enc,48.0,21,h264_dec,48.0
1,0,228,audiobeam,96.0,178,huff_enc,96.0
1,0,217,audiobeam,96.0,185,huff_enc,96.0
1,0,227,audiobeam,96.0,192,huff_enc,96.0
1,0,122,g723_enc,96.0,67,adpcm_enc,96.0
1,0,31,h264_dec,96.0,26,h264_dec,96.0
1,0,76,adpcm_enc,96.0,27,h264_dec,96.0
1,1,954,susan,96.0,948,susan,96.0
1,1,982,dijkstra,192.0,977,dijkstra,192.0
1,1,991,dijkstra,192.0,987,dijkstra,192.0
1,1,971,susan,192.0,970,susan,192.0
1,1,817,rijndael_e,96.0,783,epic,96.0
1,1,903,anagram,96.0,776,epic,96.0
1,1,900,anagram,96.0,785,epic,96.0
1,1,907,anagram,96.0,818,rijndael_e,96.0
1,1,821,rijndael_e,96.0,740,cjpeg_tran,96.0
1,1,704,gsm_dec,96.0,688,gsm_dec,96.0
1,1,703,gsm_dec,96.0,701,gsm_dec,96.0
1,1,941,gsm_enc,192.0,875,rijndael_d,192.0
1,1,882,rijndael_d,192.0,794,epic,192.0
1,1,879,rijndael_d,192.0,804,epic,192.0
1,1,914,anagram,192.0,799,epic,192.0
1,1,919,anagram,192.0,846,rijndael_e,192.0
1,1,828,rijndael_e,192.0,756,cjpeg_tran,192.0
1,1,834,rijndael_e,192.0,764,cjpeg_tran,192.0
1,1,710,gsm_dec,192.0,708,gsm_dec,192.0
1,1,725,gsm_dec,192.0,713,gsm_dec,192.0
1,1,729,gsm_dec,192.0,728,gsm_dec,192.0
1,1,686,audiobeam,96.0,660,huff_enc,96.0
1,1,681,audiobeam,96.0,668,huff_enc,96.0
1,1,652,g723_enc,96.0,615,adpcm_enc,96.0
1,1,649,g723_enc,96.0,628,adpcm_enc,96.0
1,1,605,adpcm_dec,96.0,555,h264_dec,96.0
1,1,597,adpcm_dec,96.0,561,h264_dec,96.0
1,1,588,adpcm_dec,96.0,568,h264_dec,96.0
1,1,594,adpcm_dec,96.0,582,huff_dec,96.0
1,1,630,adpcm_enc,96.0,576,huff_dec,96.0
1,1,608,adpcm_dec,96.0,608,adpcm_dec,96.0
2,0,524,gsm_enc,48.0,416,rijndael_d,48.0
2,0,513,gsm_enc,48.0,423,rijndael_d,48.0
2,0,523,gsm_enc,48.0,431,rijndael_d,48.0
2,0,370,rijndael_e,48.0,328,epic,48.0
2,0,362,rijndael_e,48.0,338,epic,48.0
2,0,465,anagram,48.0,331,epic,48.0
2,0,463,anagram,48.0,340,epic,48.0
2,0,460,anagram,48.0,383,rijndael_e,48.0
2,0,375,rijndael_e,48.0,288,cjpeg_tran,48.0
2,0,369,rijndael_e,48.0,295,cjpeg_tran,48.0
2,0,237,gsm_dec,48.0,230,gsm_dec,48.0
2,0,256,gsm_dec,48.0,238,gsm_dec,48.0
2,0,536,gsm_enc,96.0,437,rijndael_d,96.0
2,0,553,gsm_enc,96.0,443,rijndael_d,96.0
2,0,539,gsm_enc,96.0,450,rijndael_d,96.0
2,0,552,gsm_enc,96.0,345,epic,96.0
2,0,493,anagram,96.0,343,epic,96.0
2,0,497,anagram,96.0,353,epic,96.0
2,0,499,anagram,96.0,392,rijndael_e,96.0
2,0,495,anagram,96.0,404,rijndael_e,96.0
2,0,402,rijndael_e,96.0,311,cjpeg_tran,96.0
2,0,315,cjpeg_tran,96.0,260,gsm_dec,96.0
2,0,303,cjpeg_tran,96.0,274,gsm_dec,96.0
2,0,141,huff_enc,48.0,89,g723_enc,48.0
2,0,155,huff_enc,48.0,96,g723_enc,48.0
2,0,149,huff_enc,48.0,105,g723_enc,48.0
2,0,150,huff_enc,48.0,116,g723_enc,48.0
2,0,193,audiobeam,48.0,142,huff_enc,48.0
2,0,194,audiobeam,48.0,165,huff_enc,48.0
2,0,110,g723_enc,48.0,44,adpcm_enc,48.0
2,0,87,g723_enc,48.0,58,adpcm_enc,48.0
2,0,54,adpcm_enc,48.0,3,h264_dec,48.0
2,0,261,gsm_dec,96.0,37,h264_dec,96.0
2,0,211,audiobeam,96.0,176,huff_enc,96.0
2,0,209,audiobeam,96.0,183,huff_enc,96.0
2,0,226,audiobeam,96.0,190,huff_enc,96.0
2,0,125,g723_enc,96.0,65,adpcm_enc,96.0
2,0,128,g723_enc,96.0,77,adpcm_enc,96.0
2,0,74,adpcm_enc,96.0,25,h264_dec,96.0
2,0,78,adpcm_enc,96.0,36,h264_dec,96.0
2,1,976,dijkstra,192.0,974,dijkstra,192.0
2,1,980,dijkstra,192.0,975,dijkstra,192.0
2,1,992,dijkstra,192.0,986,dijkstra,192.0
