core,crit_level,task1 id,task1 name,task1 period,task2 id,task2 name,task2 period
1,0,565,gsm_enc,48.0,469,rijndael_d,48.0
1,0,557,gsm_enc,48.0,476,rijndael_d,48.0
1,0,569,gsm_enc,48.0,483,rijndael_d,48.0
1,0,540,gsm_enc,48.0,365,epic,48.0
1,0,546,gsm_enc,48.0,371,epic,48.0
1,0,520,anagram,48.0,370,epic,48.0
1,0,517,anagram,48.0,381,epic,48.0
1,0,429,rijndael_e,48.0,319,cjpeg_tran,48.0
1,0,431,rijndael_e,48.0,328,cjpeg_tran,48.0
1,0,434,rijndael_e,48.0,335,cjpeg_tran,48.0
1,0,325,cjpeg_tran,48.0,287,gsm_dec,48.0
1,0,289,gsm_dec,48.0,278,gsm_dec,48.0
1,0,594,gsm_enc,96.0,491,rijndael_d,96.0
1,0,578,gsm_enc,96.0,498,rijndael_d,96.0
1,0,573,gsm_enc,96.0,395,epic,96.0
1,0,590,gsm_enc,96.0,412,epic,96.0
1,0,523,anagram,96.0,386,epic,96.0
1,0,532,anagram,96.0,393,epic,96.0
1,0,527,anagram,96.0,406,epic,96.0
1,0,447,rijndael_e,96.0,342,cjpeg_tran,96.0
1,0,441,rijndael_e,96.0,349,cjpeg_tran,96.0
1,0,462,rijndael_e,96.0,356,cjpeg_tran,96.0
1,0,299,gsm_dec,96.0,297,gsm_dec,96.0
1,0,309,gsm_dec,96.0,306,gsm_dec,96.0
1,0,224,audiobeam,48.0,164,huff_enc,48.0
1,0,237,audiobeam,48.0,171,huff_enc,48.0
1,0,232,audiobeam,48.0,178,huff_enc,48.0
1,0,241,audiobeam,48.0,185,huff_enc,48.0
1,0,127,g723_enc,48.0,69,adpcm_enc,48.0
1,0,119,g723_enc,48.0,79,adpcm_enc,48.0
1,0,140,g723_enc,48.0,87,adpcm_enc,48.0
1,0,16,h264_dec,48.0,6,h264_dec,48.0
1,0,21,h264_dec,48.0,20,h264_dec,48.0
1,0,62,adpcm_enc,48.0,27,h264_dec,48.0
1,0,204,huff_enc,96.0,151,g723_enc,96.0
1,0,258,audiobeam,96.0,189,huff_enc,96.0
1,0,243,audiobeam,96.0,200,huff_enc,96.0
1,0,265,audiobeam,96.0,210,huff_enc,96.0
1,0,154,g723_enc,96.0,95,adpcm_enc,96.0
1,0,152,g723_enc,96.0,112,adpcm_enc,96.0
1,0,55,h264_dec,96.0,46,h264_dec,96.0
1,0,98,adpcm_enc,96.0,45,h264_dec,96.0
1,0,105,adpcm_enc,96.0,54,h264_dec,96.0
1,1,895,susan,96.0,887,susan,96.0
1,1,925,dijkstra,192.0,914,dijkstra,192.0
1,1,886,susan,96.0,886,susan,96.0
1,1,908,susan,192.0,903,susan,192.0
1,1,853,gsm_enc,96.0,765,epic,96.0
1,1,842,anagram,96.0,759,epic,96.0
1,1,831,anagram,96.0,787,rijndael_e,96.0
1,1,792,rijndael_e,96.0,733,cjpeg_tran,96.0
1,1,724,cjpeg_tran,96.0,704,gsm_dec,96.0
1,1,870,gsm_enc,192.0,820,rijndael_d,192.0
1,1,882,gsm_enc,192.0,827,rijndael_d,192.0
1,1,793,rijndael_e,192.0,779,epic,192.0
1,1,849,anagram,192.0,770,epic,192.0
1,1,778,epic,192.0,741,cjpeg_tran,192.0
1,1,805,rijndael_e,192.0,746,cjpeg_tran,192.0
1,1,684,huff_enc,96.0,664,g723_enc,96.0
1,1,693,audiobeam,96.0,673,huff_enc,96.0
1,1,694,audiobeam,96.0,682,huff_enc,96.0
1,1,670,g723_enc,96.0,644,adpcm_enc,96.0
1,1,655,g723_enc,96.0,651,adpcm_enc,96.0
1,1,636,adpcm_dec,96.0,604,h264_dec,96.0
1,1,639,adpcm_dec,96.0,617,huff_dec,96.0
1,1,618,huff_dec,96.0,606,h264_dec,96.0
2,0,547,gsm_enc,48.0,468,rijndael_d,48.0
2,0,566,gsm_enc,48.0,475,rijndael_d,48.0
2,0,552,gsm_enc,48.0,482,rijndael_d,48.0
2,0,544,gsm_enc,48.0,363,epic,48.0
2,0,562,gsm_enc,48.0,367,epic,48.0
2,0,516,anagram,48.0,369,epic,48.0
2,0,512,anagram,48.0,380,epic,48.0
2,0,508,anagram,48.0,432,rijndael_e,48.0
2,0,425,rijndael_e,48.0,330,cjpeg_tran,48.0
2,0,427,rijndael_e,48.0,337,cjpeg_tran,48.0
2,0,280,gsm_dec,48.0,267,gsm_dec,48.0
2,0,277,gsm_dec,48.0,276,gsm_dec,48.0
2,0,596,gsm_enc,96.0,490,rijndael_d,96.0
2,0,597,gsm_enc,96.0,497,rijndael_d,96.0
2,0,593,gsm_enc,96.0,389,epic,96.0
2,0,582,gsm_enc,96.0,411,epic,96.0
2,0,525,anagram,96.0,385,epic,96.0
2,0,530,anagram,96.0,392,epic,96.0
2,0,534,anagram,96.0,405,epic,96.0
2,0,444,rijndael_e,96.0,341,cjpeg_tran,96.0
2,0,439,rijndael_e,96.0,348,cjpeg_tran,96.0
